FIPSCode,State,A3a,participated,percentage_participated
2708100000,MN,3622,3049,0.84
2708300000,MN,14431,12367,0.86
2708500000,MN,22232,18952,0.85
2708700000,MN,2693,2124,0.79
2708900000,MN,5627,4883,0.87
2709100000,MN,12504,10590,0.85
2709300000,MN,14236,12403,0.87
2709500000,MN,15632,13128,0.84
2709700000,MN,20400,17754,0.87
2709900000,MN,21358,17959,0.84
2710100000,MN,5341,4759,0.89
2710300000,MN,21078,18266,0.87
2710500000,MN,10315,8776,0.85
2710700000,MN,3902,3321,0.85
2710900000,MN,95053,80887,0.85
2711100000,MN,38197,32820,0.86
2711300000,MN,8089,6784,0.84
2711500000,MN,16284,13973,0.86
2711700000,MN,5674,4848,0.85
2711900000,MN,17997,15010,0.83
2712100000,MN,7338,6382,0.87
2712300000,MN,324959,275268,0.85
2712500000,MN,2267,1921,0.85
2712700000,MN,9842,7709,0.78
2712900000,MN,8981,7701,0.86
2713100000,MN,38696,32771,0.85
2713300000,MN,5687,4916,0.86
2713500000,MN,9245,7904,0.85
2713700000,MN,132531,113592,0.86
2713900000,MN,87165,75643,0.87
2714100000,MN,56994,48587,0.85
2714300000,MN,9164,7849,0.86
2714500000,MN,93993,80371,0.86
2714700000,MN,22375,19371,0.87
2714900000,MN,6214,5474,0.88
2715100000,MN,5807,5063,0.87
2715300000,MN,14033,12092,0.86
2715500000,MN,2116,1836,0.87
2715700000,MN,13902,11959,0.86
2715900000,MN,8086,7023,0.87
2716100000,MN,11267,9768,0.87
2716300000,MN,167294,145489,0.87
2716500000,MN,6055,5077,0.84
2716700000,MN,3896,3345,0.86
2716900000,MN,31524,26354,0.84
2717100000,MN,82079,70213,0.86
2717300000,MN,6283,5331,0.85
2900100000,MO,13354,10453,0.78
2900300000,MO,11653,9934,0.85
2900500000,MO,3737,2982,0.80
2900700000,MO,13917,10232,0.74
2900900000,MO,19337,16317,0.84
2901100000,MO,8222,6482,0.79
2901300000,MO,10874,8972,0.83
2901500000,MO,12933,9732,0.75
2901700000,MO,7650,6183,0.81
2901900000,MO,111142,85492,0.77
2902100000,MO,48878,38977,0.80
2902300000,MO,25670,18719,0.73
2902500000,MO,6123,4719,0.77
2902700000,MO,26354,21204,0.80
2902900000,MO,29534,22517,0.76
2903100000,MO,48143,40894,0.85
2903300000,MO,5896,4809,0.82
2903500000,MO,4712,3282,0.70
2903700000,MO,69298,51840,0.75
2903900000,MO,8094,7143,0.88
2904100000,MO,5247,4059,0.77
2904300000,MO,53949,46124,0.85
2904500000,MO,4739,3409,0.72
2904700000,MO,146934,124386,0.85
2904900000,MO,13892,11263,0.81
2905100000,MO,48986,41607,0.85
2905300000,MO,10512,8732,0.83
2905500000,MO,14891,10726,0.72
2905700000,MO,5557,4345,0.78
2905900000,MO,10268,8354,0.81
2906100000,MO,5002,3819,0.76
2906300000,MO,6245,5027,0.80
2906500000,MO,9097,7785,0.86
2906700000,MO,8999,6789,0.75
2906900000,MO,16669,10764,0.65
2907100000,MO,64222,50940,0.79
2907300000,MO,9977,7562,0.76
2907500000,MO,4686,3357,0.72
2907700000,MO,169954,142159,0.84
2907900000,MO,6327,4510,0.71
2908100000,MO,4789,3739,0.78
2908300000,MO,14143,11297,0.80
2908500000,MO,6347,4804,0.76
2908700000,MO,3103,3132,1.01
2908900000,MO,6655,5302,0.80
2909100000,MO,24429,19407,0.79
2909300000,MO,6383,4657,0.73
2909500000,MO,230464,176291,0.76
2909700000,MO,70809,49365,0.70
2909900000,MO,139915,108350,0.77
2910100000,MO,28408,21564,0.76
2910300000,MO,2457,1910,0.78
2910500000,MO,21988,17638,0.80
2910700000,MO,21832,17382,0.80
2910900000,MO,22457,16948,0.75
2911100000,MO,6042,4536,0.75
2911300000,MO,33816,25363,0.75
2911500000,MO,8162,6207,0.76
2911700000,MO,8845,6520,0.74
2911900000,MO,12564,9167,0.73
2912100000,MO,10308,8390,0.81
2912300000,MO,7805,6101,0.78
2912500000,MO,5846,4982,0.85
2912700000,MO,17661,14492,0.82
2912900000,MO,2348,1960,0.83
2913100000,MO,16697,11626,0.70
2913300000,MO,8243,5667,0.69
2913500000,MO,9021,7320,0.81
2913700000,MO,5715,4220,0.74
2913900000,MO,7522,5561,0.74
2914100000,MO,11711,8946,0.76
2914300000,MO,10880,7439,0.68
2914500000,MO,36669,29391,0.80
2914700000,MO,12369,10584,0.86
2914900000,MO,6781,5323,0.78
2915100000,MO,9124,7626,0.84
2915300000,MO,6599,5104,0.77
2915500000,MO,9952,6701,0.67
2915700000,MO,11986,8877,0.74
2915900000,MO,23935,18447,0.77
2916100000,MO,26105,20567,0.79
2916300000,MO,10221,8077,0.79
2916500000,MO,63637,55753,0.88
2916700000,MO,18150,15919,0.88
2916900000,MO,19298,13689,0.71
2917100000,MO,3344,2387,0.71
2917300000,MO,7030,5822,0.83
2917500000,MO,14504,11322,0.78
2917700000,MO,14944,12262,0.82
2917900000,MO,4487,3347,0.75
2918100000,MO,7999,5603,0.70
2918300000,MO,253608,226692,0.89
2918500000,MO,6157,5131,0.83
2918600000,MO,12207,9209,0.75
2918700000,MO,35301,25147,0.71
2918900000,MO,700629,526316,0.75
2919500000,MO,12920,10192,0.79
2919700000,MO,2708,2180,0.81
2919900000,MO,2760,2002,0.73
2920100000,MO,24453,18469,0.76
2920300000,MO,5149,3974,0.77
2920500000,MO,4266,3627,0.85
2920700000,MO,18745,14586,0.78
2920900000,MO,21513,18623,0.87
2921100000,MO,3396,2549,0.75
2921300000,MO,31983,24052,0.75
2921500000,MO,15055,11166,0.74
2921700000,MO,11489,9639,0.84
2921900000,MO,21177,17193,0.81
2922100000,MO,13360,10340,0.77
2922300000,MO,8410,6319,0.75
2922500000,MO,21986,17027,0.77
2922700000,MO,1461,1177,0.81
2922900000,MO,11317,8870,0.78
2938000000,MO,184566,131625,0.71
2951000000,MO,191787,134066,0.70
2800100000,MS,19381,13836,0.71
2800300000,MS,24691,14783,0.60
2800500000,MS,10221,7050,0.69
2800700000,MS,12441,8256,0.66
2800900000,MS,6139,4013,0.65
2801100000,MS,22546,13824,0.61
2801300000,MS,9605,6396,0.67
2801500000,MS,7358,5528,0.75
2801700000,MS,12061,7890,0.65
2801900000,MS,5600,4065,0.73
2802100000,MS,5858,4272,0.73
2802300000,MS,11499,7791,0.68
2802500000,MS,14248,10003,0.70
2802700000,MS,15734,8912,0.57
2802900000,MS,19985,12982,0.65
2803100000,MS,14584,8811,0.60
2803300000,MS,100638,65695,0.65
2803500000,MS,44124,28064,0.64
2803700000,MS,5806,4290,0.74
2803900000,MS,14856,9891,0.67
2804100000,MS,7498,5369,0.72
2804300000,MS,16635,10513,0.63
2804500000,MS,30775,17637,0.57
2804700000,MS,116336,63313,0.54
2804900000,MS,149439,94681,0.63
2805100000,MS,12940,8076,0.62
2805300000,MS,6832,4253,0.62
2805500000,MS,1077,699,0.65
2805700000,MS,15571,9737,0.63
2805900000,MS,82599,49567,0.60
2806100000,MS,11712,8475,0.72
2806300000,MS,5716,6237,1.09
2806500000,MS,9149,3860,0.42
2806700000,MS,43495,28352,0.65
2806900000,MS,7968,4639,0.58
2807100000,MS,32662,19643,0.60
2807300000,MS,34061,24592,0.72
2807500000,MS,44488,29506,0.66
2807700000,MS,9204,6364,0.69
2807900000,MS,16081,8449,0.53
2808100000,MS,48182,32913,0.68
2808300000,MS,24550,11140,0.45
2808500000,MS,21439,15193,0.71
2808700000,MS,40473,25575,0.63
2808900000,MS,78182,49802,0.64
2809100000,MS,16442,11693,0.71
2809300000,MS,22376,14839,0.66
2809500000,MS,24225,15884,0.66
2809700000,MS,6840,4996,0.73
2809900000,MS,16109,10553,0.66
2810100000,MS,13615,9438,0.69
2810300000,MS,8800,5574,0.63
2810500000,MS,27764,18124,0.65
2810700000,MS,24008,15064,0.63
2810900000,MS,33945,21883,0.64
2811100000,MS,8523,5432,0.64
2811300000,MS,23565,16310,0.69
2811500000,MS,20078,12984,0.65
2811700000,MS,14931,9872,0.66
2811900000,MS,5283,3365,0.64
2812100000,MS,85980,62768,0.73
2812300000,MS,19527,10522,0.54
2812500000,MS,3219,2190,0.68
2812700000,MS,17138,11419,0.67
2812900000,MS,11107,7627,0.69
2813100000,MS,10003,7045,0.70
2813300000,MS,16134,9598,0.59
2813500000,MS,9609,5870,0.61
2813700000,MS,17063,11627,0.68
2813900000,MS,14127,9235,0.65
2814100000,MS,12445,8371,0.67
2814300000,MS,6736,3567,0.53
2814500000,MS,16668,11496,0.69
2814700000,MS,10774,6919,0.64
2814900000,MS,26869,19416,0.72
2815100000,MS,31964,16825,0.53
2815300000,MS,13712,9599,0.70
2815500000,MS,7262,5069,0.70
2815700000,MS,6614,4218,0.64
2815900000,MS,12555,8881,0.71
2816100000,MS,8989,6077,0.68
2816300000,MS,18995,10070,0.53
3000100000,MT,5590,5088,0.91
3000300000,MT,5642,4434,0.79
3000500000,MT,3235,2818,0.87
3000700000,MT,3664,3265,0.89
3000900000,MT,6728,6140,0.91
3001100000,MT,903,812,0.90
3001300000,MT,39825,35999,0.90
3001500000,MT,3051,2715,0.89
3001700000,MT,5884,5386,0.92
3001900000,MT,1069,993,0.93
3002100000,MT,5005,4498,0.90
3002300000,MT,4843,4425,0.91
3002500000,MT,1686,1533,0.91
3002700000,MT,6771,6082,0.90
3002900000,MT,53998,48290,0.89
3003100000,MT,61770,55974,0.91
3003300000,MT,788,735,0.93
3003500000,MT,6428,5334,0.83
3003700000,MT,535,503,0.94
3003900000,MT,2036,1860,0.91
3004100000,MT,7557,6727,0.89
3004300000,MT,7561,6971,0.92
3004500000,MT,1364,1248,0.91
3004700000,MT,15080,13626,0.90
3004900000,MT,38922,35974,0.92
3005100000,MT,1075,992,0.92
3005300000,MT,10916,9639,0.88
3005500000,MT,1167,1085,0.93
3005700000,MT,5450,4935,0.91
3005900000,MT,1131,1011,0.89
3006100000,MT,2711,2096,0.77
3006300000,MT,69491,61761,0.89
3006500000,MT,2816,2491,0.88
3006700000,MT,10640,9726,0.91
3006900000,MT,368,338,0.92
3007100000,MT,2457,2248,0.91
3007300000,MT,3173,2831,0.89
3007500000,MT,1160,1102,0.95
3007700000,MT,3122,2898,0.93
3007900000,MT,798,709,0.89
3008100000,MT,25441,23355,0.92
3008300000,MT,5715,4988,0.87
3008500000,MT,4629,3825,0.83
3008700000,MT,4035,3593,0.89
3008900000,MT,7009,6140,0.88
3009100000,MT,2134,1942,0.91
3009300000,MT,19069,17251,0.90
3009500000,MT,5347,5006,0.94
3009700000,MT,2321,2176,0.94
3009900000,MT,3641,3331,0.91
3010100000,MT,2304,2094,0.91
3010300000,MT,499,461,0.92
3010500000,MT,4489,4029,0.90
3010700000,MT,1088,983,0.90
3010900000,MT,624,564,0.90
3011100000,MT,79579,71871,0.90
3700100000,NC,86625,70023,0.81
3700300000,NC,21391,18292,0.86
3700500000,NC,6361,5355,0.84
3700700000,NC,14322,10602,0.74
3700900000,NC,16046,13620,0.85
3701100000,NC,9888,8223,0.83
3701300000,NC,28827,24037,0.83
3701500000,NC,11830,9191,0.78
3701700000,NC,19788,15625,0.79
3701900000,NC,82972,67926,0.82
3702100000,NC,169135,138343,0.82
3702300000,NC,48068,38742,0.81
3702500000,NC,114004,91032,0.80
3702700000,NC,44878,36206,0.81
3702900000,NC,6393,4989,0.78
3703100000,NC,45406,37588,0.83
3703300000,NC,13373,10946,0.82
3703500000,NC,88013,72205,0.82
3703700000,NC,46055,39564,0.86
3703900000,NC,18074,14227,0.79
3704100000,NC,8847,7129,0.81
3704300000,NC,7573,5974,0.79
3704500000,NC,54434,43290,0.80
3704700000,NC,30218,23446,0.78
3704900000,NC,57644,45474,0.79
3705100000,NC,174922,124540,0.71
3705300000,NC,15826,12670,0.80
3705500000,NC,24658,19513,0.79
3705700000,NC,92273,73837,0.80
3705900000,NC,25999,21690,0.83
3706100000,NC,25209,20546,0.82
3706300000,NC,199056,151376,0.76
3706500000,NC,32157,24493,0.76
3706700000,NC,223855,171983,0.77
3706900000,NC,37335,30121,0.81
3707100000,NC,117287,93508,0.80
3707300000,NC,6743,5385,0.80
3707500000,NC,5170,4199,0.81
3707700000,NC,33231,26938,0.81
3707900000,NC,9963,7973,0.80
3708100000,NC,317151,255123,0.80
3708300000,NC,31917,24618,0.77
3708500000,NC,61862,44008,0.71
3708700000,NC,37054,30627,0.83
3708900000,NC,70533,56807,0.81
3709100000,NC,12953,9938,0.77
3709300000,NC,24575,18126,0.74
3709500000,NC,2822,2318,0.82
3709700000,NC,100534,80592,0.80
3709900000,NC,23557,18784,0.80
3710100000,NC,106497,84745,0.80
3710300000,NC,6431,5124,0.80
3710500000,NC,30973,24740,0.80
3710700000,NC,34035,26478,0.78
3710900000,NC,47192,39746,0.84
3711100000,NC,24234,19800,0.82
3711300000,NC,21721,17718,0.82
3711500000,NC,14318,11326,0.79
3711700000,NC,14821,11781,0.79
3711900000,NC,623953,470066,0.75
3712100000,NC,9431,8073,0.86
3712300000,NC,13843,11463,0.83
3712500000,NC,59705,47835,0.80
3712700000,NC,59587,47039,0.79
3712900000,NC,140547,110567,0.79
3713100000,NC,12243,9718,0.79
3713300000,NC,82126,55402,0.67
3713500000,NC,99913,81857,0.82
3713700000,NC,8423,6806,0.81
3713900000,NC,22286,17115,0.77
3714100000,NC,34037,27805,0.82
3714300000,NC,8324,6670,0.80
3714500000,NC,23664,19425,0.82
3714700000,NC,103994,79310,0.76
3714900000,NC,13826,10887,0.79
3715100000,NC,78326,64280,0.82
3715300000,NC,24748,19154,0.77
3715500000,NC,61276,40465,0.66
3715700000,NC,52273,41885,0.80
3715900000,NC,79983,63786,0.80
3716100000,NC,37879,30096,0.79
3716300000,NC,32093,25618,0.80
3716500000,NC,18412,13656,0.74
3716700000,NC,35797,29600,0.83
3716900000,NC,26553,22550,0.85
3717100000,NC,39339,32085,0.82
3717300000,NC,8158,6157,0.75
3717500000,NC,22239,17675,0.79
3717700000,NC,2104,1730,0.82
3717900000,NC,129856,105559,0.81
3718100000,NC,25542,19394,0.76
3718300000,NC,641627,531332,0.83
3718500000,NC,12093,9604,0.79
3718700000,NC,7622,6053,0.79
3718900000,NC,39206,30147,0.77
3719100000,NC,64425,49336,0.77
3719300000,NC,36347,31343,0.86
3719500000,NC,48625,37739,0.78
3719700000,NC,20866,17629,0.84
3719900000,NC,11932,10064,0.84
3800100000,ND,-888888: Not Applicable,1238,0.00
3800300000,ND,-888888: Not Applicable,5451,0.00
3800500000,ND,-888888: Not Applicable,2068,0.00
3800700000,ND,-888888: Not Applicable,610,0.00
3800900000,ND,-888888: Not Applicable,3550,0.00
3801100000,ND,-888888: Not Applicable,1816,0.00
3801300000,ND,-888888: Not Applicable,1068,0.00
3801500000,ND,-888888: Not Applicable,48737,0.00
3801700000,ND,-888888: Not Applicable,81791,0.00
3801900000,ND,-888888: Not Applicable,2096,0.00
3802100000,ND,-888888: Not Applicable,2469,0.00
3802300000,ND,-888888: Not Applicable,1254,0.00
3802500000,ND,-888888: Not Applicable,2277,0.00
3802700000,ND,-888888: Not Applicable,1262,0.00
3802900000,ND,-888888: Not Applicable,2015,0.00
3803100000,ND,-888888: Not Applicable,1773,0.00
3803300000,ND,-888888: Not Applicable,970,0.00
3803500000,ND,-888888: Not Applicable,30709,0.00
3803700000,ND,-888888: Not Applicable,1417,0.00
3803900000,ND,-888888: Not Applicable,1299,0.00
3804100000,ND,-888888: Not Applicable,1327,0.00
3804300000,ND,-888888: Not Applicable,1410,0.00
3804500000,ND,-888888: Not Applicable,2204,0.00
3804700000,ND,-888888: Not Applicable,1110,0.00
3804900000,ND,-888888: Not Applicable,2899,0.00
3805100000,ND,-888888: Not Applicable,1488,0.00
3805300000,ND,-888888: Not Applicable,4724,0.00
3805500000,ND,-888888: Not Applicable,5424,0.00
3805700000,ND,-888888: Not Applicable,4756,0.00
3805900000,ND,-888888: Not Applicable,16073,0.00
3806100000,ND,-888888: Not Applicable,4174,0.00
3806300000,ND,-888888: Not Applicable,1779,0.00
3806500000,ND,-888888: Not Applicable,1033,0.00
3806700000,ND,-888888: Not Applicable,3228,0.00
3806900000,ND,-888888: Not Applicable,2125,0.00
3807100000,ND,-888888: Not Applicable,5458,0.00
3807300000,ND,-888888: Not Applicable,2417,0.00
3807500000,ND,-888888: Not Applicable,1314,0.00
3807700000,ND,-888888: Not Applicable,7705,0.00
3807900000,ND,-888888: Not Applicable,3855,0.00
3808100000,ND,-888888: Not Applicable,2064,0.00
3808300000,ND,-888888: Not Applicable,811,0.00
3808500000,ND,-888888: Not Applicable,1257,0.00
3808700000,ND,-888888: Not Applicable,441,0.00
3808900000,ND,-888888: Not Applicable,12500,0.00
3809100000,ND,-888888: Not Applicable,1042,0.00
3809300000,ND,-888888: Not Applicable,10345,0.00
3809500000,ND,-888888: Not Applicable,1199,0.00
3809700000,ND,-888888: Not Applicable,4023,0.00
3809900000,ND,-888888: Not Applicable,4776,0.00
3810100000,ND,-888888: Not Applicable,27708,0.00
3810300000,ND,-888888: Not Applicable,2437,0.00
3810500000,ND,-888888: Not Applicable,12969,0.00
3100100000,NE,17833,13810,0.77
3100300000,NE,4366,3341,0.77
3100500000,NE,342,280,0.82
3100700000,NE,519,408,0.79
3100900000,NE,373,322,0.86
3101100000,NE,3768,3022,0.80
3101300000,NE,6888,5061,0.73
3101500000,NE,1373,1189,0.87
3101700000,NE,2105,1634,0.78
3101900000,NE,27024,21587,0.80
3102100000,NE,4529,3664,0.81
3102300000,NE,5240,4047,0.77
3102500000,NE,16528,13190,0.80
3102700000,NE,5840,4513,0.77
3102900000,NE,2422,1920,0.79
3103100000,NE,3913,3117,0.80
3103300000,NE,6185,4802,0.78
3103500000,NE,4014,3128,0.78
3103700000,NE,4785,3336,0.70
3103900000,NE,5368,4179,0.78
3104100000,NE,7150,5776,0.81
3104300000,NE,9401,6537,0.70
3104500000,NE,4962,3835,0.77
3104700000,NE,12721,8861,0.70
3104900000,NE,1384,1005,0.73
3105100000,NE,3636,2890,0.79
3105300000,NE,20255,18645,0.92
3105500000,NE,309113,247742,0.80
3105700000,NE,1225,967,0.79
3105900000,NE,3854,2999,0.78
3106100000,NE,2187,1701,0.78
3106300000,NE,1708,1345,0.79
3106500000,NE,3218,2396,0.74
3106700000,NE,13355,10314,0.77
3106900000,NE,1376,1091,0.79
3107100000,NE,1252,1002,0.80
3107300000,NE,1375,1023,0.74
3107500000,NE,469,407,0.87
3107700000,NE,1584,1195,0.75
3107900000,NE,30382,22536,0.74
3108100000,NE,6253,5220,0.83
3108300000,NE,2361,1877,0.80
3108500000,NE,684,520,0.76
3108700000,NE,1850,1496,0.81
3108900000,NE,6752,5192,0.77
3109100000,NE,527,426,0.81
3109300000,NE,4159,3029,0.73
3109500000,NE,4610,3567,0.77
3109700000,NE,2786,2130,0.76
3109900000,NE,4191,3341,0.80
3110100000,NE,5423,4098,0.76
3110300000,NE,648,590,0.91
3110500000,NE,2434,1705,0.70
3110700000,NE,5506,4190,0.76
3110900000,NE,169170,139902,0.83
3111100000,NE,21290,16365,0.77
3111300000,NE,540,462,0.86
3111500000,NE,483,388,0.80
3111700000,NE,344,293,0.85
3111900000,NE,19660,14636,0.74
3112100000,NE,4451,3972,0.89
3112300000,NE,3123,2291,0.73
3112500000,NE,2288,1670,0.73
3112700000,NE,4103,3241,0.79
3112900000,NE,2939,2245,0.76
3113100000,NE,9799,7639,0.78
3113300000,NE,1765,1356,0.77
3113500000,NE,1890,1489,0.79
3113700000,NE,5919,4776,0.81
3113900000,NE,4604,3670,0.80
3114100000,NE,18825,14727,0.78
3114300000,NE,3375,2627,0.78
3114500000,NE,6558,5253,0.80
3114700000,NE,5147,3861,0.75
3114900000,NE,1008,818,0.81
3115100000,NE,7105,5962,0.84
3115300000,NE,98910,82470,0.83
3115500000,NE,13623,11085,0.81
3115700000,NE,21046,14780,0.70
3115900000,NE,10118,8116,0.80
3116100000,NE,3680,2657,0.72
3116300000,NE,2036,1605,0.79
3116500000,NE,894,744,0.83
3116700000,NE,3635,2943,0.81
3116900000,NE,3530,2747,0.78
3117100000,NE,478,400,0.84
3117300000,NE,4030,2165,0.54
3117500000,NE,2818,2540,0.90
3117700000,NE,13662,11052,0.81
3117900000,NE,4909,3908,0.80
3118100000,NE,2220,1728,0.78
3118300000,NE,594,474,0.80
3118500000,NE,9176,6560,0.71
3300101060,NH,4640,3597,0.78
3300103220,NH,3475,2821,0.81
3300104740,NH,5088,3769,0.74
3300110660,NH,817,739,0.90
3300128740,NH,6323,4818,0.76
3300128980,NH,2679,2300,0.86
3300140181,NH,2092,1632,0.78
3300140182,NH,1662,1140,0.69
3300140183,NH,1747,1369,0.78
3300140184,NH,1736,1233,0.71
3300140185,NH,1472,1037,0.70
3300140186,NH,2321,1819,0.78
3300147140,NH,5541,4177,0.75
3300151540,NH,1705,1401,0.82
3300167300,NH,2401,1949,0.81
3300177060,NH,2731,1904,0.70
3300300420,NH,561,410,0.73
3300303700,NH,2479,1984,0.80
3300307940,NH,540,460,0.85
3300311780,NH,248,209,0.84
3300314660,NH,7556,5320,0.70
3300323380,NH,344,294,0.85
3300323620,NH,1089,871,0.80
3300327700,NH,1241,969,0.78
3300332500,NH,136,126,0.93
3300334500,NH,42,39,0.93
3300338260,NH,899,698,0.78
3300345060,NH,1821,1502,0.82
3300349380,NH,4146,3297,0.80
3300358740,NH,3141,2254,0.72
3300367780,NH,1145,1029,0.90
3300376100,NH,2110,1643,0.78
3300377620,NH,2009,1708,0.85
3300378180,NH,3940,2861,0.73
3300386420,NH,5734,4401,0.77
3300500820,NH,1308,1061,0.81
3300512260,NH,2927,2227,0.76
3300519140,NH,1240,1067,0.86
3300526500,NH,1815,1293,0.71
3300529220,NH,569,462,0.81
3300534420,NH,835,700,0.84
3300536660,NH,2611,1799,0.69
3300538500,NH,4008,2899,0.72
3300539301,NH,4768,2335,0.49
3300539302,NH,3837,2553,0.67
3300539303,NH,3081,2394,0.78
3300539304,NH,3534,2604,0.74
3300539305,NH,4235,3045,0.72
3300545460,NH,1596,1206,0.76
3300545700,NH,569,459,0.81
3300550580,NH,539,451,0.84
3300564420,NH,838,683,0.82
3300564580,NH,4997,3541,0.71
3300565700,NH,171,143,0.84
3300573700,NH,954,787,0.82
3300574900,NH,479,414,0.86
3300575300,NH,639,520,0.81
3300575700,NH,5100,3918,0.77
3300577380,NH,1429,1030,0.72
3300578420,NH,2707,2161,0.80
3300582660,NH,1278,1034,0.81
3300585540,NH,2827,1816,0.64
3300702420,NH,0,0,0.00
3300704100,NH,0,0,0.00
3300704260,NH,0,0,0.00
3300705140,NH,5428,4069,0.75
3300708420,NH,4,2,0.50
3300710100,NH,621,493,0.79
3300711220,NH,0,0,0.00
3300713220,NH,223,181,0.81
3300713780,NH,1504,1067,0.71
3300713940,NH,430,352,0.82
3300716100,NH,0,0,0.00
3300716660,NH,0,0,0.00
3300716820,NH,665,512,0.77
3300718340,NH,0,0,0.00
3300718420,NH,8,8,1.00
3300719300,NH,212,180,0.85
3300725140,NH,247,199,0.81
3300725180,NH,0,0,0.00
3300730260,NH,2084,1558,0.75
3300731780,NH,2,1,0.50
3300732420,NH,0,0,0.00
3300738820,NH,744,638,0.86
3300739940,NH,0,0,0.00
3300740420,NH,2131,1654,0.78
3300743620,NH,0,0,0.00
3300746020,NH,0,0,0.00
3300747860,NH,947,767,0.81
3300748260,NH,21,21,1.00
3300756100,NH,1300,1028,0.79
3300757860,NH,0,0,0.00
3300761620,NH,10,4,0.40
3300761780,NH,626,487,0.78
3300763860,NH,268,261,0.97
3300767860,NH,0,0,0.00
3300768500,NH,0,0,0.00
3300768980,NH,326,260,0.80
3300773060,NH,335,303,0.90
3300773380,NH,476,358,0.75
3300774180,NH,385,281,0.73
3300774500,NH,0,0,0.00
3300776580,NH,0,0,0.00
3300780740,NH,22,18,0.82
3300784420,NH,1547,1167,0.75
3300900580,NH,1154,981,0.85
3300902020,NH,1531,1133,0.74
3300903940,NH,672,562,0.84
3300905060,NH,241,193,0.80
3300905460,NH,1944,1489,0.77
3300907540,NH,920,719,0.78
3300907700,NH,2160,1697,0.79
3300908660,NH,2803,1950,0.70
3300908980,NH,2732,1954,0.72
3300918740,NH,288,221,0.77
3300922020,NH,238,200,0.84
3300923860,NH,60,58,0.97
3300924340,NH,3370,2626,0.78
3300927300,NH,920,767,0.83
3300930820,NH,1027,733,0.71
3300932180,NH,383,335,0.87
3300933860,NH,11613,7969,0.69
3300934820,NH,2991,2198,0.73
3300935220,NH,479,447,0.93
3300936900,NH,1666,1345,0.81
3300940660,NH,286,257,0.90
3300941301,NH,3867,2482,0.64
3300941302,NH,3465,2385,0.69
3300941303,NH,3346,2568,0.77
3300941860,NH,1187,864,0.73
3300942020,NH,1079,735,0.68
3300942580,NH,3855,3001,0.78
3300942820,NH,0,0,0.00
3300944100,NH,425,332,0.78
3300944260,NH,1427,1202,0.84
3300948980,NH,615,503,0.82
3300958340,NH,214,174,0.81
3300958500,NH,901,752,0.83
3300961060,NH,492,406,0.83
3300962660,NH,6947,3827,0.55
3300965940,NH,1170,906,0.77
3300974740,NH,492,437,0.89
3300976740,NH,2032,1551,0.76
3300978740,NH,596,480,0.81
3300979380,NH,314,274,0.87
3300980500,NH,690,538,0.78
3300987060,NH,1012,794,0.78
3301101300,NH,9317,7706,0.83
3301101700,NH,2036,1548,0.76
3301104500,NH,17212,13734,0.80
3301104900,NH,1086,828,0.76
3301108100,NH,3881,3213,0.83
3301117780,NH,1374,1074,0.78
3301127140,NH,1173,1042,0.89
3301129860,NH,12811,10026,0.78
3301131540,NH,1216,940,0.77
3301131940,NH,1293,994,0.77
3301133700,NH,1330,1241,0.93
3301136180,NH,4018,3053,0.76
3301137140,NH,6589,5316,0.81
3301137940,NH,18066,13603,0.75
3301142260,NH,6437,5043,0.78
